PluginName;FormID;PerkName;Description;SkillType;SkillLevel
Ordinator - Perks of Skyrim.esp;060043FF;Wolfstooth;Sideways power attacks with a war axe grant 15% extra attack damage for 30 seconds. This effect stacks.;One-Handed;60
Ordinator - Perks of Skyrim.esp;0600440A;Toll the Bell;Sideways power attacks with a mace deplete all of your Stamina on impact, dealing 1% more damage per point of Stamina depleted and doing a critical strike.;One-Handed;60
Ordinator - Perks of Skyrim.esp;06002E05;Windswept;Sideways power attacks with a sword fling targets backwards up to 6 feet, dealing up to 40% more damage based on distance traveled.;One-Handed;60
Ordinator - Perks of Skyrim.esp;060B0D3F;Swaying Cobra;Sideways power attacks with a dagger inflict distracting wounds, draining 100 points of Magicka and Stamina and halting regeneration for 5 seconds.;One-Handed;60
Ordinator - Perks of Skyrim.esp;06004EEF;Unleash the Beast;While dual wielding in combat, enter a murderous frenzy every 20 to 40 seconds. For 8 seconds, dual wield power attacks deal 50% more damage and 100% more critical damage.;One-Handed;90
Ordinator - Perks of Skyrim.esp;06012828;Go for the Throat;Standing power attacks with a war axe remove all active instances of Wolfstooth on the user, dealing 50% bonus damage and a critical strike for 250% bonus critical damage for each instance consumed.;One-Handed;70
Ordinator - Perks of Skyrim.esp;0601282A;Meteor Storm;Each standing power attack with a mace that hits a target empowers subsequent standing power attacks with a mace within 20 seconds, increasing their damage and Stamina cost by 15%. This effect stacks.;One-Handed;70
Ordinator - Perks of Skyrim.esp;06012829;Into the Dust;Repeated standing power attacks with a sword against a target do escalating damage if no more than 3 seconds pass between each. This effect stacks up to three times, each doing 15% more damage. Reaching four stacks knocks the target off their feet.;One-Handed;70
Ordinator - Perks of Skyrim.esp;06004EF9;Death Adder;Standing power attacks with a dagger ignore armor.;One-Handed;70
Ordinator - Perks of Skyrim.esp;06003E88;Apex Predator;Attacks with war axes deal bonus damage to living targets equal to 4% of their current Health (max. 40 damage).;One-Handed;80
Ordinator - Perks of Skyrim.esp;06004410;Skull Crack;Attacks with maces interrupt spellcasting. Does not work on massive targets.;One-Handed;80
Ordinator - Perks of Skyrim.esp;0600497B;Judgment;Slaying an enemy under the effect of Clash of Champions restores 100 points of Stamina.;One-Handed;80
Ordinator - Perks of Skyrim.esp;060B0D40;Coiling Python;Hitting a target with a forwards, sideways and backwards power attack with a dagger within 30 seconds paralyzes the target for 20 seconds. Your attacks against the paralyzed target are critical strikes that deal nine times critical damage.;One-Handed;80
Ordinator - Perks of Skyrim.esp;06004F02;Wandering Warrior;Whenever you defeat at least 4 humanoids and/or animals in a single battle, you gain a permanent +1% bonus to one-handed damage. This effect stacks up to +20%.;One-Handed;100
Ordinator - Perks of Skyrim.esp;060566ED;Smithing Mastery;You can create Novice (Steel/Bonemold) items at a forge or anvil, and improve them twice as much.;Smithing;0
Ordinator - Perks of Skyrim.esp;060566EE;Smithing Mastery;You can create Novice (Steel/Bonemold) items at a forge or anvil, and improve them twice as much. All items can be improved 10% more.;Smithing;20
Ordinator - Perks of Skyrim.esp;0605671D;Meric Smithing;Choose an item type: Contemporary Meric (Elven/Chitin), Dwarven. You can create items of the chosen type at a forge or anvil, and improve them twice as much. Investing a second perk point lets you choose both.;Smithing;30
Ordinator - Perks of Skyrim.esp;0605ADB6;Meric Smithing;You can create both Contemporary Meric (Elven/Chitin) and Dwarven items at a forge or anvil, and improve them twice as much.;Smithing;40
Ordinator - Perks of Skyrim.esp;06056C92;Dwarven Autocannon;"You can create Dwemer Autocannons at a forge or anvil. Use the ""Dwarven Autocannon"" power to deploy them. Cannons fire parallel to your crosshair for 30 seconds, dealing damage equal to 30% of your Smithing skill, if you are within 12 feet.";Smithing;20
Ordinator - Perks of Skyrim.esp;060587A0;Dwarven Autocannon;"You can create Dwemer Autocannons at a forge or anvil. Use the ""Dwarven Autocannon"" power to deploy them. Cannons fire parallel to your crosshair for 60 seconds, dealing damage equal to 40% of your Smithing skill, if you are within 12 feet.";Smithing;50
Ordinator - Perks of Skyrim.esp;0603BAFE;Advanced Workshop;"You may choose to upgrade one grindstone or workbench to an Advanced version for 2500 gold. It improves items one tier higher (items can be improved beyond Legendary). Can be ""Disassembled"" by sneaking, allowing you to upgrade another of the same type.";Smithing;30
Ordinator - Perks of Skyrim.esp;060566FE;Expert Smithing;Choose an item type: Hard Steel (Scaled/Plate/Nordic), Orcish. You can create items of the chosen type at a forge or anvil, and improve them twice as much. Investing a second perk point lets you choose both.;Smithing;50
Ordinator - Perks of Skyrim.esp;0605ADB7;Expert Smithing;You can create both Hard Steel (Scaled/Plate/Nordic) and Orcish items at a forge or anvil, and improve them twice as much.;Smithing;60
Ordinator - Perks of Skyrim.esp;06056CAC;Remote Control;Your Dwarven Autocannon now fires regardless of the distance between it and you.;Smithing;50
Skyrim.esm;0005218E;Arcane Blacksmith;You can improve enchanted weapons and armor.;Smithing;40
Ordinator - Perks of Skyrim.esp;0603C5E8;Recycle Materials;50% chance to retain any materials you spend at an Advanced Grindstone or Advanced Workbench.;Smithing;40
Ordinator - Perks of Skyrim.esp;06056C98;Electrobolt;Every fifth Dwarven Autocannon shot is an electromagnetic blast that moves slower than a regular shell but deals shock damage to Health and Magicka equal to 80% of your Smithing skill level.;Smithing;40
Ordinator - Perks of Skyrim.esp;06057210;Electrobolt;Every fifth Dwarven Autocannon shot is an electromagnetic blast that moves slower than a regular shell but deals shock damage to Health and Magicka equal to 240% of your Smithing skill level.;Smithing;70
Ordinator - Perks of Skyrim.esp;0605670B;Exotic Smithing;Choose an item type: Glass, Crystalline (Ebony/Stalhrim). You can create items of the chosen type at a forge or anvil, and improve them twice as much. Investing a second perk point lets you choose both.;Smithing;70
Ordinator - Perks of Skyrim.esp;0605ADB8;Exotic Smithing;You can create both Glass and Crystalline (Ebony/Stalhrim) items at a forge or anvil, and improve them twice as much.;Smithing;80
Ordinator - Perks of Skyrim.esp;06056C9F;Firing Line;Your Dwarven Autocannon now deploys two cannons side by side.;Smithing;70
Ordinator - Perks of Skyrim.esp;06056CA7;Spin Up;Your Dwarven Autocannon gradually shoots faster over time, gaining 2% firing speed per shot, up to 200%.;Smithing;80
Ordinator - Perks of Skyrim.esp;06053BB0;Sandstone Sheath;When you draw a weapon, it is automatically sharpened, granting 25% extra attack damage for 10 seconds. This can only occur once every 30 seconds.;Smithing;60
Ordinator - Perks of Skyrim.esp;0603C5EB;Smithing Specialization;You may choose an item type: One-Handed, Two-Handed, Light Armor, Heavy Armor or Archery. Items of the chosen type can be improved 20% better at a grindstone or workbench.;Smithing;60
Ordinator - Perks of Skyrim.esp;06056716;Planar Smithing;Choose an item type: Daedric, Dragonbone. You can create items of the chosen type at a forge or anvil, and improve them twice as much. Investing a second perk point lets you choose both.;Smithing;90
Ordinator - Perks of Skyrim.esp;0605ADB9;Planar Smithing;You can create both Daedric and Dragonbone items at a forge or anvil, and improve them twice as much.;Smithing;100
Ordinator - Perks of Skyrim.esp;0603C5F7;Heart of Creation;Pour your Dragonborn blood into the fire at one forge. Forging an item in this forge empowers you, increasing attack damage and critical strike damage by 15% and reducing attack damage taken by 15% for 1800 seconds.;Smithing;100
Ordinator - Perks of Skyrim.esp;0603C5EA;Fuel the Inferno;When activating an Advanced Grindstone or Advanced Workbench, you may choose to sacrifice a Dragon Soul to improve items by a further one tier during that session.;Smithing;90
Ordinator - Perks of Skyrim.esp;0603CB75;Iron Lore;If you Specialized in an armor type, your attacks ignore 15% of the armor rating of enemies wearing items of the chosen type. If you Specialized in a weapon type, you take 10% less damage from weapons of the chosen type.;Smithing;80
Ordinator - Perks of Skyrim.esp;0600B14B;Two-Handed Mastery;Two-handed weapons do 25% more damage.;Two-Handed;0
Ordinator - Perks of Skyrim.esp;0600B14C;Two-Handed Mastery;Two-handed weapons do 50% more damage, and critical strikes with two-handed weapons do 2% more critical damage per level of Two-Handed.;Two-Handed;20
Skyrim.esm;00052D51;Trained Fighter;Reduces the Stamina cost of power attacks with two-handed weapons by 20 points.;Two-Handed;20
Ordinator - Perks of Skyrim.esp;0600390C;Bleed Like a Dog;Attacks with battle axes deal an additional 2 points of damage per second for 3 seconds to living targets. When the bleeding stops, they take damage equal to 20% of the Health they lost while bleeding.;Two-Handed;30
Ordinator - Perks of Skyrim.esp;0600390D;Bleed Like a Dog;Attacks with battle axes deal an additional 3 points of damage per second for 3 seconds to living targets. When the bleeding stops, they take damage equal to 25% of the Health they lost while bleeding.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;0600390E;Bleed Like a Dog;Attacks with battle axes deal an additional 4 points of damage per second for 3 seconds to living targets. When the bleeding stops, they take damage equal to 30% of the Health they lost while bleeding.;Two-Handed;90
Ordinator - Perks of Skyrim.esp;0600390F;Crushing Blows;Attacks with warhammers reduce the armor rating of armored enemies by 75 points for 15 seconds.;Two-Handed;30
Ordinator - Perks of Skyrim.esp;06003910;Crushing Blows;Attacks with warhammers reduce the armor rating of armored enemies by 100 points for 15 seconds.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;06003911;Crushing Blows;Attacks with warhammers reduce the armor rating of armored enemies by 125 points for 15 seconds.;Two-Handed;90
Ordinator - Perks of Skyrim.esp;06003909;Clash of Heroes;Attacks with greatswords reduce the target's attack damage by 15% for 3 seconds.;Two-Handed;30
Ordinator - Perks of Skyrim.esp;0600390A;Clash of Heroes;Attacks with greatswords reduce the target's attack damage by 20% for 3 seconds.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;0600390B;Clash of Heroes;Attacks with greatswords reduce the target's attack damage by 25% for 3 seconds.;Two-Handed;90
Skyrim.esm;00052D52;Ferocious Strength;Power attack damage with two-handed weapons increased by 15% plus 0.1% per point of Stamina. Unlocks decapitations.;Two-Handed;40
Ordinator - Perks of Skyrim.esp;06003E7D;Rive;Power attacks with a battle axe ignore 25% armor.;Two-Handed;40
Ordinator - Perks of Skyrim.esp;06003E7E;Rive;Power attacks with a battle axe ignore 50% armor.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;06003E7F;Batter;Power attacks with a warhammer have 15% chance of a critical strike. All critical strikes with a warhammer deal double critical damage.;Two-Handed;40
Ordinator - Perks of Skyrim.esp;06003E80;Batter;Power attacks with a warhammer have 25% chance of a critical strike. All critical strikes with a warhammer deal double critical damage.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;06003E7B;Maul;Power attacks with a greatsword destabilize a target, increasing the damage of your regular attacks against the target by 25% for 5 seconds.;Two-Handed;40
Ordinator - Perks of Skyrim.esp;06003E7C;Maul;Power attacks with a greatsword destabilize a target, increasing the damage of your regular attacks against the target by 50% for 5 seconds.;Two-Handed;70
Skyrim.esm;000CB407;Ramming Speed;Can perform a two-handed sprinting power attack that deals up to 50% more damage and critical damage to a target above half Health. The higher its remaining Health percentage, the more damage and critical damage is dealt.;Two-Handed;50
Ordinator - Perks of Skyrim.esp;06005474;Death or Glory;Two-handed power attacks deal up to 100% more damage below half Health. The damage bonus increases as your Health decreases.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;060043F8;Execute;Forwards power attacks with a battle axe execute targets below 30% Health, delivering a critical strike that deals twenty times critical damage.;Two-Handed;50
Ordinator - Perks of Skyrim.esp;06004414;Avalanche;Forwards power attacks with a warhammer daze a target for 8 seconds, causing it to stagger when struck by any unblocked attack.;Two-Handed;50
Ordinator - Perks of Skyrim.esp;06003E8C;Breach the Wall;Forwards power attacks with a greatsword that would leave the target above 60% Health deal enough additional damage to make up the difference.;Two-Handed;50
Ordinator - Perks of Skyrim.esp;060043F3;Decimate;Sideways power attacks with a battle axe hit all targets in front of you. This deals 20% more damage for each enemy within 8 feet.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;06004418;The Pendulum;Sideways power attacks with a warhammer hit all targets in front of you. When this hits a target twice within 10 seconds, the second hit knocks the target to the ground, dealing 50% more damage and a critical strike that does double critical damage.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;06004400;Subjugate;Sideways power attacks with a greatsword hit all targets in front of you, lowering attack speed to 50% for 10 seconds. This effect has a 20 second cooldown per target.;Two-Handed;60
Ordinator - Perks of Skyrim.esp;06061988;Massacre;In combat, swinging a two-handed weapon has 10% chance to increase attack speed by 175% for 3 seconds.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;06012846;Humiliate;Standing power attacks with a greatsword fatigue a target, draining 150 points of Magicka and Stamina and halting regeneration for 5 seconds.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;06012855;Grand Slam;Whenever a standing power attack with a warhammer inflicts a critical strike, it deals 3% more critical damage per point of Stamina.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;0601284E;Bisect;Standing power attacks with a battleaxe deal bonus damage equal to 15% of a target's current Health.;Two-Handed;70
Ordinator - Perks of Skyrim.esp;06065A58;Wolfkin;After performing 2 or more consecutive two-handed power attacks in combat, your next two-handed regular attack manifests a Spirit Wolf for 30 seconds that deals 15 bonus damage for each power attack.;Two-Handed;80
Ordinator - Perks of Skyrim.esp;06003E85;Ram's Head;Bashing with a battle axe to interrupt an attack before it hits allows you to follow up with a power attack within 2 seconds to knock them to the ground.;Two-Handed;80
Ordinator - Perks of Skyrim.esp;06003E82;Deadfall;Bashing with a warhammer to interrupt an attack before it hits allows you to follow up with a power attack within 2 seconds to crush the attacker, reducing their armor by 500 points for 5 seconds.;Two-Handed;80
Ordinator - Perks of Skyrim.esp;06003E89;Overthrow;Bashing with a greatsword to interrupt an attack before it hits allows you to follow up with a power attack within 2 seconds to deliver a critical strike that deals three times critical damage and disarms them.;Two-Handed;80
Ordinator - Perks of Skyrim.esp;0600ECC6;Bear Hide;You take half damage from enemy attacks while power attacking with a two-handed weapon.;Two-Handed;90
Ordinator - Perks of Skyrim.esp;0600F229;Enter the Arena;Massacre always activates when you take your first two-handed swing in combat. This effect has a 30 second cooldown.;Two-Handed;90
Ordinator - Perks of Skyrim.esp;06061989;Voice of Rage and Ruin;In combat, swinging a two-handed weapon has 4% chance to activate your currently equipped power.;Two-Handed;90
Ordinator - Perks of Skyrim.esp;06005472;Slayer of a Thousand Sons;In combat, two-handed weapons deal 5% more damage for each humanoid or animal you have slain in the previous battle, up to 40%.;Two-Handed;100
Skyrim.esm;000BE127;Alchemy Mastery;Potions and poisons you make are 20% stronger.;Alchemy;0
Skyrim.esm;000C07CA;Alchemy Mastery;Potions and poisons you make are 40% stronger.;Alchemy;20
Skyrim.esm;00058215;Physician;You may choose a type of beneficial potion: Health, Magicka or Stamina. Potions you mix that restore or fortify the chosen attribute are 50% stronger.;Alchemy;20
Skyrim.esm;00058217;Poisoner;Poisons you mix are 1% more powerful per level of Alchemy.;Alchemy;30
Ordinator - Perks of Skyrim.esp;0603D683;Stimulants;When you use a beneficial potion or ingredient, you regenerate 2% of your Magicka and Stamina per second for 30 seconds.;Alchemy;20
Skyrim.esm;00058218;Experimenter;Eating an ingredient reveals all effects.;Alchemy;30
Ordinator - Perks of Skyrim.esp;0603D68B;Advanced Lab;"You may choose to upgrade one alchemy lab to an Advanced version for 2500 gold. Potions you mix are 25% stronger at an Advanced Lab. Can be ""Disassembled"" by sneaking, allowing you to upgrade another.";Alchemy;30
Ordinator - Perks of Skyrim.esp;06058D19;Elemental Oil;"You may choose a power: ""Fire Oil"", ""Frost Oil"" or ""Shock Oil"". At will, create a pool of oil that lasts 20 seconds. It reacts violently when struck by a projectile or explosion, exploding and dealing damage equal to your Alchemy skill level.";Alchemy;40
Ordinator - Perks of Skyrim.esp;0603E173;Lab Skeever;For 20 seconds after using any alchemy lab, beneficial potions you drink last 15 times longer and are 25% stronger.;Alchemy;50
Ordinator - Perks of Skyrim.esp;0603D685;Crimson Haze;Stimulants also increases movement speed by 10% for its duration.;Alchemy;40
Skyrim.esm;00105F2F;Bottomless Cup;Poisons applied to weapons last for one additional hit per 10 levels of Alchemy.;Alchemy;40
Ordinator - Perks of Skyrim.esp;0603F228;Alkahest;Your poisons are highly corrosive, enabling you to ignore 40% of the armor rating of an affected target for their duration.;Alchemy;50
Ordinator - Perks of Skyrim.esp;06058D2A;The Alchemist's Cookbook;"You may choose a second Elemental Oil power. In addition to ""Fire Oil"", ""Frost Oil"" and ""Shock Oil"", you may also choose ""Calming Oil"", ""Frenzy Oil"", ""Paralysis Oil"" or ""Hallowed Oil"".";Alchemy;60
Skyrim.esm;00105F2E;Green Thumb;Twice as many ingredients are gathered from plants.;Alchemy;60
Ordinator - Perks of Skyrim.esp;0603E181;Maenad;Magicka and Stamina are increased by 50 points when you are under the effect of a beneficial potion or ingredient, but reduced by 25 points when you are not.;Alchemy;60
Ordinator - Perks of Skyrim.esp;0603D686;Double Toil and Trouble;You mix twice as many potions at your Advanced Lab.;Alchemy;70
Skyrim.esm;0005821D;Pure Mixture;All negative effects are removed from created potions, and all positive effects are removed from created poisons.;Alchemy;70
Ordinator - Perks of Skyrim.esp;06059808;Walking Disaster;In combat, periodically spill a random oil puddle on the ground. Puddles last 60 seconds.;Alchemy;90
Ordinator - Perks of Skyrim.esp;06053644;Chymical Wedding;Witchmaster side effects have 50% chance to cause side effects themselves.;Alchemy;90
Ordinator - Perks of Skyrim.esp;0603E749;Witchmaster;When you use a beneficial potion or ingredient, 50% chance to receive a powerful side effect, randomly chosen from a range of 40 side effects.;Alchemy;80
Ordinator - Perks of Skyrim.esp;0603E17E;Amplify Lethality;"Grants the ""Amplify Lethality"" power. Once a day, point at a victim to silently reduce their poison resistance by 250% for 10 seconds.";Alchemy;80
Ordinator - Perks of Skyrim.esp;0603F22D;World Serpent;When you shout, your blood turns poisonous for 15 seconds. The next time you get hit with a weapon, retaliate with a powerful poisonous strike that deals 50 points of poison damage per second for 10 seconds.;Alchemy;90
Ordinator - Perks of Skyrim.esp;06007AB0;Light Armor Mastery;Armor rating of Light Armor increased by 20%. You gain a small amount of Light Armor experience when wearing at least two pieces of Light Armor in combat.;Light Armor;0
Ordinator - Perks of Skyrim.esp;06007AB1;Light Armor Mastery;Armor rating of Light Armor increased by 40%. You gain a small amount of Light Armor experience when wearing at least two pieces of Light Armor in combat.;Light Armor;20
Ordinator - Perks of Skyrim.esp;06009B90;Annoying Mosquitoes;You take 10% less attack damage from enemies with full Health if wearing all Light Armor.;Light Armor;20
Ordinator - Perks of Skyrim.esp;06011D4F;Annoying Mosquitoes;You take 20% less attack damage from enemies with full Health if wearing all Light Armor.;Light Armor;50
Skyrim.esm;00058F6E;Iron Fist;Increases unarmed damage by 5% of your current Stamina, and you gain Light Armor experience when using unarmed attacks in combat. Requires two free hands.;Light Armor;20
Ordinator - Perks of Skyrim.esp;060085B8;Iron Fist;Increases unarmed damage by 15% of your current Stamina, and you gain Light Armor experience when using unarmed attacks in combat. Requires two free hands.;Light Armor;50
Ordinator - Perks of Skyrim.esp;06069031;Iron Fist;Increases unarmed damage by 25% of your current Stamina, and you gain Light Armor experience when using unarmed attacks in combat. Requires two free hands.;Light Armor;80
Skyrim.esm;00051B1B;Light Armor Fit;Armor rating of Light Armor increased by 25% if wearing all Light Armor.;Light Armor;30
Ordinator - Perks of Skyrim.esp;0600A66F;As a Leaf;While sprinting in Light Armor, you cannot be staggered and take 50% less damage from power attacks.;Light Armor;30
Ordinator - Perks of Skyrim.esp;060085B1;Sweeping Wind;Unarmed power attacks do 25% more damage. Additionally, if your movement speed is increased, they do 2% damage per 1% movement speed. Requires two free hands.;Light Armor;40
Ordinator - Perks of Skyrim.esp;06009B8B;Initiative;When you enter combat, if wearing all Light Armor, regenerate up to 10% of your maximum Stamina per second. This bonus gradually diminishes over the course of 15 seconds.;Light Armor;40
Ordinator - Perks of Skyrim.esp;0600A67E;Initiative;When you enter combat, if wearing all Light Armor, regenerate up to 20% of your maximum Stamina per second. This bonus gradually diminishes over the course of 15 seconds.;Light Armor;70
Skyrim.esm;00051B1C;Unhindered;Light Armor weighs nothing and doesn't slow you down when worn.;Light Armor;50
Ordinator - Perks of Skyrim.esp;0604D4E2;Rushing Tide;Unarmed attacks grant 10% increased Stamina regeneration and 5% movement speed for 8 seconds. This effect stacks. Requires two free hands.;Light Armor;50
Ordinator - Perks of Skyrim.esp;0600A679;Lightning Strike;Your critical strikes deal 75% more critical damage for 10 seconds after entering combat while wearing all Light Armor.;Light Armor;90
Ordinator - Perks of Skyrim.esp;06007AB5;Keen Senses;"You no longer need to wear a helmet to benefit from perks that require ""wearing all Light Armor"". If you are not wearing a helmet, Light Armor pieces have 20% increased armor rating.";Light Armor;40
Ordinator - Perks of Skyrim.esp;06009B96;Into the Maelstrom;You take 10% less attack damage when fighting more than one enemy if wearing all Light Armor.;Light Armor;60
Skyrim.esm;00105F22;Windrunner;Move 10% faster in combat if wearing all Light Armor.;Light Armor;50
Ordinator - Perks of Skyrim.esp;0600A102;Fight or Flight;When you get struck by an unblocked attack or hostile spell in combat, an adrenaline rush regenerates 5% of your maximum Stamina per second for 6 seconds if wearing all Light Armor.;Light Armor;70
Ordinator - Perks of Skyrim.esp;06007AB9;Evasive Leap;If wearing all Light Armor, jump in combat to cause all incoming attacks and spells to miss for 1 second. This effect has a 5 second cooldown.;Light Armor;60
Ordinator - Perks of Skyrim.esp;0604D4E3;Hissing Dragon;You may choose a damage type (fire, frost, shock, poison, disease or sun). Unarmed attacks unleash a shockwave that deals the chosen damage type to all targets in front of you. Requires two free hands. Does not activate while sneaking.;Light Armor;70
Ordinator - Perks of Skyrim.esp;06007AB8;Wardancer;Your agility enables you to strike more effectively, granting 20% more attack damage and critical damage if wearing all Light Armor. This effect is lost for 6 seconds whenever you get struck by an unblocked attack or a hostile spell in combat.;Light Armor;70
Ordinator - Perks of Skyrim.esp;0600A676;Survival Instinct;When you get struck by an unblocked attack or hostile spell in combat, gain 10% movement speed for 6 seconds if wearing all Light Armor.;Light Armor;80
Ordinator - Perks of Skyrim.esp;0604D4DA;Breaking Waves;Unarmed attacks have 15% chance of a critical strike that deals critical damage equal to 40% of your current Stamina. If you are affected by Wardancer, every hit is a critical strike. Requires two free hands.;Light Armor;90
Skyrim.esm;00107831;Wild and Free;While sprinting in Light Armor, you take 50% less damage from attacks.;Light Armor;80
Ordinator - Perks of Skyrim.esp;0600A0FB;Glancing Blows;You take 30% less damage from blocked attacks while Wardancer is active. When you lose the Wardancer effect due to an unblocked attack, it also deals 30% less damage.;Light Armor;90
Ordinator - Perks of Skyrim.esp;06009B97;Spelldancer;Wardancer also improves elemental (fire, frost and shock) spells and effects by the same amount.;Light Armor;80
Ordinator - Perks of Skyrim.esp;06007ABB;Tempting Fate;You gain 20% movement speed if you are not blocking during an enemy's power attack. If the power attack misses, the effect lasts until combat ends or until you get struck by a power attack.;Light Armor;100
Skyrim.esm;000F392A;Lockpicking Mastery;Weaker locks are easier to pick.;Lockpicking;0
Skyrim.esm;000BE125;Lockpicking Mastery;All locks are easier to pick.;Lockpicking;20
Ordinator - Perks of Skyrim.esp;06032223;Game of Fate;There are 5 Dragons of Fate hidden in random locked containers in Skyrim. Each grants 15000 gold and a free perk point when removed from its container. The name of the container changes to indicate the treasure inside.;Lockpicking;20
Ordinator - Perks of Skyrim.esp;06034DEC;Lockdown;Activate a hostile automaton to lockpick your way into its engine. Lock difficulty is based on its current Health. Pick its lock within 15 seconds to reduce its Health to 1 and shut it down for 60 seconds. If you fail, you can't try again for 30 seconds.;Lockpicking;30
Ordinator - Perks of Skyrim.esp;06031CB2;Robber's Eye;When you enter a dwelling you don't own, illuminates a locked container for 120 seconds. During this time, it contains valuable items (based on your Lockpicking skill and the difficulty of its lock). This can only occur once every 12-60 ingame hours.;Lockpicking;30
Ordinator - Perks of Skyrim.esp;060306CB;Bear Traps;Able to pick up Bear Traps or create them at a Forge or Anvil, and drop them from your inventory to place them. The teeth of placed Bear Traps deal 2 points of damage per level of Lockpicking. You can only pick up and carry two Bear Traps at a time.;Lockpicking;20
Skyrim.esm;00107830;Wax Key;Gives you a copy of a picked lock's key if it has one.;Lockpicking;30
Ordinator - Perks of Skyrim.esp;06030C45;Lockjaw;Your Bear Traps stagger victims struck by the teeth, reducing their armor rating by 10 points per level of Lockpicking for 5 seconds.;Lockpicking;40
Ordinator - Perks of Skyrim.esp;06034DDE;Gone in Fifteen Seconds;Taking 15 seconds or less to pick the lock on a container illuminated by Robber's Eye improves the added treasure by an average of 50% based on the level of the lock and resets the cooldown of Robber's Eye.;Lockpicking;40
Ordinator - Perks of Skyrim.esp;06034DEB;Nose for Treasure;You may choose an item type (gold, jewelry, books, ingredients, potions, ingots, weapons, armor, scrolls). Containers illuminated by Robber's Eye are three times more likely to contain items of your chosen type over other types.;Lockpicking;50
Ordinator - Perks of Skyrim.esp;060311D1;Big Game Hunter;Placed Bear Traps are 20% bigger and more likely to successfully hit small or fast moving targets. They also rearm themselves 2.5 seconds after being triggered.;Lockpicking;50
Skyrim.esm;00058208;Locksmith;Pick starts much closer to the lock opening position.;Lockpicking;40
Ordinator - Perks of Skyrim.esp;0603173E;Bait;"Grants the ""Bait"" power. At will, lures the nearest hostile target within 75 feet to the location of the nearest Bear Trap placed within 50 feet (not during combat or conversation). Lasts 30 seconds.";Lockpicking;70
Ordinator - Perks of Skyrim.esp;060358D3;Hotwire;Activate an automaton under Lockdown to lockpick its brain. Succeed within 15 seconds to hack the automaton, forcing it to follow you and fight for you. If you fail, you can't try again for 30 seconds. You can only have one Hotwired Automaton at a time.;Lockpicking;50
Ordinator - Perks of Skyrim.esp;06034DE6;Dungeoneer;Robber's Eye also works in dungeons and lasts three times as long.;Lockpicking;60
Skyrim.esm;0005820A;Golden Touch;Find 20-100 more gold in many dungeon chests and 2-10 more gold in some corpses, urns, etc.;Lockpicking;60
Ordinator - Perks of Skyrim.esp;060311D4;Bushwhack;If the victim of your Bear Trap is not detecting you, the trap is five times as effective.;Lockpicking;80
Ordinator - Perks of Skyrim.esp;060311D5;The Revenge;You can pick up and carry 3 Bear Traps.;Lockpicking;80
Ordinator - Perks of Skyrim.esp;06034DE3;Percussive Maintenance;Your Hotwired Automaton moves 30% faster and attacks 20% faster. Hitting your Hotwired Automaton with a mace or warhammer repairs it 150 points (or 300 points on a power attack) and further increases attack speed by 50% for 10 seconds.;Lockpicking;90
Skyrim.esm;00105F26;Treasure Hunter;Increases the chance of finding an additional weapon or armor item in many dungeon chests from 10% to 15%.;Lockpicking;90
Ordinator - Perks of Skyrim.esp;060311CF;Dragon's Teeth;When placing a Bear Trap, you may choose to add an extra effect: Poison, Drain Magicka, Drain Stamina, Slow, Banish or Turn Undead. This effect is triggered when a victim is struck by the teeth and takes damage.;Lockpicking;100
Skyrim.esm;00058209;Seen This Before;Your skill at lockpicking is such that you may bypass locks of Expert or lower level without using a key or manually picking the lock. After picking or bypassing at least 100 locks, you gain 2 perk points.;Lockpicking;100
Skyrim.esm;000BE124;Pickpocket Mastery;Adds 20% to your pickpocket chance and increases carry weight by 50 points.;Pickpocket;0
Skyrim.esm;00018E6A;Pickpocket Mastery;Adds 40% to your pickpocket chance and increases carry weight by 100 points.;Pickpocket;20
Ordinator - Perks of Skyrim.esp;06032D1F;Trained Rabbit;"Grants the ""Trained Rabbit"" power. At will, silently sends out a trained rabbit to lead you to the nearest loose valuable item (armor, weapon, key, book, soul gem, ingredient). It then returns to you.";Pickpocket;20
Ordinator - Perks of Skyrim.esp;06033295;Blood Money;You find 10-100 more gold when looting humanoid corpses slain in an especially violent fashion (with an attack that dealt at least 100 more damage than their remaining Health or a killmove).;Pickpocket;20
Skyrim.esm;00058202;Cutpurse;Adds 25% to your chance to pickpocket gold, keys and jewelry.;Pickpocket;30
Skyrim.esm;00105F28;Brotherhood Cocktail;Silently harm enemies by placing poisons in their pockets while pickpocketing.;Pickpocket;40
